observation_id,date,region,soil_type,crop_type,avg_temperature_c,avg_humidity_pct,rainfall_mm,primary_pest_type,pest_severity_score,pest_count_per_plot,treatment_recommended
OBS-01168,2023-08-07,West_Region,Clay,Rice,21.0,34.1,41.1,Blight_Spores,Low,1,0
OBS-01169,2023-11-04,East_Region,Loam,Rice,14.0,76.3,17.0,Armyworms,Medium,4,1
OBS-01170,2023-08-23,West_Region,Sandy,Soybean,26.5,82.8,28.0,Blight_Spores,Low,2,0
OBS-01171,2023-02-12,West_Region,Silt,Soybean,15.7,41.8,41.2,Beetles,Low,0,0
OBS-01172,2023-07-20,South_Region,Clay,Barley,36.8,31.5,25.6,Armyworms,Medium,5,1
OBS-01173,2023-09-16,South_Region,Loam,Tomato,26.5,67.4,1.7,Armyworms,Medium,6,1
OBS-01174,2023-04-20,East_Region,Loam,Wheat,28.6,82.8,24.2,Aphids,Low,3,0
OBS-01175,2022-05-19,East_Region,Clay,Cotton,34.9,38.4,45.1,Armyworms,Medium,4,1
OBS-01176,2023-03-19,North_Region,Silt,Rice,27.0,55.8,29.4,Beetles,Low,1,0
OBS-01177,2022-09-23,East_Region,Clay,Soybean,19.4,37.4,3.6,Beetles,Low,2,0
OBS-01178,2022-10-15,North_Region,Clay,Rice,23.4,80.1,45.0,Whiteflies,Low,0,0
OBS-01179,2022-06-19,South_Region,Loam,Wheat,39.5,42.1,15.0,Blight_Spores,Medium,4,1
OBS-01180,2022-04-17,South_Region,Loam,Rice,19.0,88.4,27.9,Whiteflies,Low,1,0
OBS-01181,2023-11-25,East_Region,Sandy,Cotton,24.3,30.1,20.7,Blight_Spores,Medium,4,1
OBS-01182,2023-05-10,Central_Valley,Sandy,Corn,28.7,43.2,7.9,Armyworms,Low,2,0
OBS-01183,2023-02-05,East_Region,Clay,Rice,25.1,74.3,45.4,Beetles,Low,3,0
OBS-01184,2022-08-08,South_Region,Loam,Tomato,36.1,71.5,19.7,Whiteflies,High,10,1
OBS-01185,2023-06-13,West_Region,Loam,Soybean,16.5,62.3,37.8,Whiteflies,Low,2,0
OBS-01186,2023-01-24,North_Region,Loam,Tomato,10.6,41.9,17.3,Blight_Spores,Low,3,0
OBS-01187,2022-01-22,West_Region,Loam,Tomato,16.2,78.5,21.6,Whiteflies,Medium,4,1
OBS-01188,2023-08-01,West_Region,Clay,Rice,20.6,94.0,4.6,Beetles,Medium,5,1
OBS-01189,2023-02-19,North_Region,Clay,Wheat,11.3,91.7,41.6,Blight_Spores,Low,2,0
OBS-01190,2023-04-09,South_Region,Silt,Rice,38.6,42.3,31.4,Armyworms,High,8,1
OBS-01191,2023-03-21,North_Region,Clay,Rice,17.0,58.1,31.2,Whiteflies,Low,1,0
OBS-01192,2023-04-16,South_Region,Loam,Soybean,27.7,86.1,8.8,Whiteflies,Medium,6,1
OBS-01193,2022-09-20,South_Region,Loam,Barley,34.2,33.3,14.1,Armyworms,Medium,4,1
OBS-01194,2023-01-22,East_Region,Sandy,Barley,37.4,82.0,27.5,Beetles,High,8,1
OBS-01195,2023-03-30,West_Region,Loam,Rice,13.9,44.5,32.1,Blight_Spores,Low,0,0
OBS-01196,2022-08-30,South_Region,Loam,Corn,26.6,38.4,24.8,Blight_Spores,Medium,5,1
OBS-01197,2022-08-30,West_Region,Sandy,Soybean,35.2,57.5,10.3,Whiteflies,Medium,4,1
OBS-01198,2023-10-08,Central_Valley,Clay,Rice,14.7,34.0,31.8,Whiteflies,Low,1,0
OBS-01199,2022-11-06,West_Region,Silt,Tomato,28.0,50.9,4.5,Aphids,Low,3,0
OBS-01200,2022-07-29,North_Region,Sandy,Cotton,37.3,80.6,2.6,Blight_Spores,Medium,4,1
OBS-01201,2023-10-22,East_Region,Silt,Soybean,22.8,73.2,43.7,Whiteflies,Low,3,0
OBS-01202,2022-07-20,East_Region,Loam,Rice,31.3,51.4,8.0,Whiteflies,Low,3,0
OBS-01203,2023-11-25,North_Region,Silt,Barley,26.7,54.3,49.6,Whiteflies,Low,1,0
OBS-01204,2023-04-09,East_Region,Loam,Rice,28.2,33.0,18.3,Aphids,Low,2,0
OBS-01205,2023-05-25,East_Region,Loam,Wheat,19.8,55.7,38.0,Blight_Spores,Low,0,0
OBS-01206,2022-10-25,Central_Valley,Loam,Cotton,36.7,84.6,6.3,Whiteflies,Medium,4,1
OBS-01207,2023-03-12,North_Region,Silt,Barley,37.6,75.0,42.5,Blight_Spores,High,7,1
OBS-01208,2023-04-09,East_Region,Loam,Cotton,38.1,71.7,37.5,Beetles,Low,3,0
OBS-01209,2023-01-03,Central_Valley,Loam,Wheat,33.1,43.9,41.9,Beetles,Medium,4,1
OBS-01210,2023-10-27,Central_Valley,Clay,Rice,15.5,69.9,0.5,Beetles,Low,0,0
OBS-01211,2023-10-21,North_Region,Silt,Cotton,26.9,92.3,33.6,Blight_Spores,Low,1,0
OBS-01212,2023-05-30,East_Region,Silt,Corn,21.9,89.7,30.7,Blight_Spores,Low,2,0
OBS-01213,2022-03-21,South_Region,Sandy,Wheat,16.6,72.8,36.3,Aphids,Low,1,0
OBS-01214,2023-01-07,North_Region,Clay,Rice,24.2,88.4,49.6,Aphids,Low,0,0
OBS-01215,2023-06-27,North_Region,Clay,Corn,29.9,77.8,38.1,Aphids,High,7,1
OBS-01216,2022-03-07,West_Region,Loam,Soybean,19.7,48.3,33.9,Blight_Spores,Low,1,0
OBS-01217,2022-01-08,Central_Valley,Silt,Soybean,13.3,46.6,29.9,Aphids,Low,0,0
OBS-01218,2022-12-22,North_Region,Loam,Barley,15.6,33.4,45.7,Aphids,Low,0,0
OBS-01219,2022-06-22,Central_Valley,Clay,Tomato,32.3,71.5,43.8,Whiteflies,Medium,5,1
OBS-01220,2022-07-08,Central_Valley,Silt,Rice,36.9,39.8,39.4,Beetles,Medium,4,1
OBS-01221,2023-10-18,West_Region,Sandy,Rice,12.3,81.3,9.8,Whiteflies,Low,2,0
OBS-01222,2023-07-20,Central_Valley,Clay,Tomato,16.4,56.5,1.5,Armyworms,Low,3,0
OBS-01223,2023-04-29,Central_Valley,Sandy,Rice,39.0,37.9,18.1,Beetles,Medium,6,1
OBS-01224,2022-01-03,West_Region,Silt,Corn,27.6,78.3,34.9,Beetles,Low,3,0
OBS-01225,2022-11-05,Central_Valley,Sandy,Soybean,13.4,63.0,16.5,Aphids,Low,0,0
OBS-01226,2023-06-17,South_Region,Silt,Soybean,26.5,43.0,25.7,Aphids,Low,1,0
OBS-01227,2022-11-16,West_Region,Silt,Barley,33.3,93.9,26.9,Armyworms,Medium,4,1
OBS-01228,2023-06-22,Central_Valley,Clay,Cotton,15.7,31.1,18.2,Armyworms,Low,3,0
OBS-01229,2023-05-13,West_Region,Sandy,Cotton,10.5,90.2,23.7,Aphids,Low,3,0
OBS-01230,2022-11-10,West_Region,Loam,Tomato,30.2,91.6,31.1,Blight_Spores,Medium,5,1
OBS-01231,2022-08-03,West_Region,Sandy,Tomato,24.5,71.2,47.6,Aphids,Medium,5,1
OBS-01232,2022-05-30,North_Region,Clay,Tomato,19.4,37.7,49.0,Armyworms,Medium,4,1
OBS-01233,2022-10-20,Central_Valley,Silt,Tomato,21.1,67.0,22.4,Aphids,Low,2,0
OBS-01234,2023-02-25,North_Region,Clay,Cotton,23.9,45.9,4.4,Whiteflies,Low,2,0
OBS-01235,2023-03-25,Central_Valley,Silt,Soybean,23.1,50.1,14.1,Armyworms,Low,3,0
OBS-01236,2022-08-02,North_Region,Silt,Tomato,22.3,32.3,25.6,Blight_Spores,Low,0,0
OBS-01237,2023-03-08,South_Region,Sandy,Corn,23.1,85.4,41.1,Armyworms,Medium,4,1
OBS-01238,2022-11-08,North_Region,Clay,Corn,39.3,51.6,34.4,Armyworms,Medium,6,1
OBS-01239,2022-10-12,Central_Valley,Clay,Soybean,18.1,40.4,18.3,Blight_Spores,Low,2,0
OBS-01240,2022-01-18,North_Region,Clay,Rice,13.6,56.1,45.7,Aphids,Low,0,0
OBS-01241,2022-01-08,South_Region,Sandy,Tomato,19.8,49.9,14.1,Armyworms,Medium,4,1
OBS-01242,2022-10-15,East_Region,Loam,Corn,38.4,35.2,44.5,Whiteflies,Low,1,0
OBS-01243,2022-01-03,West_Region,Clay,Tomato,23.4,53.3,10.3,Blight_Spores,Medium,4,1
OBS-01244,2022-07-11,Central_Valley,Sandy,Rice,18.6,44.3,3.0,Aphids,Low,2,0
OBS-01245,2022-07-05,North_Region,Loam,Barley,23.4,36.4,16.7,Aphids,Low,1,0
OBS-01246,2023-04-18,South_Region,Clay,Barley,20.3,94.6,19.9,Blight_Spores,Low,0,0
OBS-01247,2022-04-17,East_Region,Silt,Rice,27.5,36.0,37.7,Armyworms,Medium,5,1
OBS-01248,2022-03-03,North_Region,Loam,Cotton,28.6,79.2,48.0,Whiteflies,Low,3,0
OBS-01249,2023-11-01,North_Region,Silt,Wheat,25.4,50.9,35.0,Beetles,Medium,4,1
OBS-01250,2022-10-22,West_Region,Sandy,Rice,23.3,37.1,48.9,Armyworms,Low,0,0
OBS-01251,2023-01-14,North_Region,Sandy,Soybean,27.2,52.0,33.2,Whiteflies,Low,3,0
OBS-01252,2023-10-05,East_Region,Clay,Tomato,33.1,93.7,45.1,Aphids,High,7,1
OBS-01253,2022-03-15,South_Region,Loam,Cotton,26.5,75.5,29.2,Beetles,High,9,1
OBS-01254,2022-09-14,East_Region,Silt,Soybean,37.9,84.5,39.9,Armyworms,Low,1,0
OBS-01255,2022-06-29,South_Region,Loam,Soybean,15.4,94.4,28.0,Aphids,Low,1,0
OBS-01256,2022-06-02,South_Region,Sandy,Barley,18.0,57.0,3.6,Beetles,Low,0,0
OBS-01257,2022-01-27,Central_Valley,Silt,Tomato,18.4,39.3,11.2,Whiteflies,Low,3,0
OBS-01258,2023-08-05,North_Region,Sandy,Corn,27.2,71.7,30.9,Armyworms,Medium,5,1
OBS-01259,2023-04-06,Central_Valley,Sandy,Corn,39.2,94.5,48.5,Whiteflies,Medium,4,1
OBS-01260,2023-08-12,Central_Valley,Sandy,Corn,34.3,37.0,33.8,Blight_Spores,Low,3,0
OBS-01261,2023-09-14,West_Region,Loam,Soybean,14.0,84.5,33.2,Blight_Spores,Low,2,0
OBS-01262,2023-12-02,West_Region,Clay,Soybean,32.5,82.9,29.9,Armyworms,Medium,4,1
OBS-01263,2022-04-07,South_Region,Sandy,Soybean,34.3,64.9,19.2,Whiteflies,Low,3,0
OBS-01264,2023-01-19,South_Region,Sandy,Tomato,37.8,62.5,7.0,Armyworms,Medium,6,1
OBS-01265,2022-06-17,West_Region,Sandy,Barley,34.8,47.5,39.9,Beetles,Medium,4,1
OBS-01266,2023-09-21,Central_Valley,Clay,Corn,14.2,80.0,0.1,Armyworms,Low,0,0
OBS-01267,2023-02-23,Central_Valley,Silt,Barley,10.2,59.8,11.9,Armyworms,Low,1,0
OBS-01268,2023-05-12,North_Region,Loam,Tomato,20.7,66.2,14.2,Blight_Spores,Low,2,0
OBS-01269,2023-09-01,West_Region,Loam,Soybean,26.7,76.7,20.4,Armyworms,Medium,4,1
OBS-01270,2023-03-19,East_Region,Sandy,Soybean,38.5,46.3,31.5,Beetles,Low,3,0
OBS-01271,2022-03-14,South_Region,Loam,Wheat,34.0,78.9,13.8,Armyworms,High,8,1
OBS-01272,2023-11-30,South_Region,Loam,Wheat,35.6,79.1,17.4,Beetles,Low,2,0
OBS-01273,2023-01-27,East_Region,Sandy,Corn,10.9,52.9,35.2,Armyworms,Low,0,0
OBS-01274,2022-11-19,Central_Valley,Silt,Cotton,35.0,43.8,17.1,Beetles,Medium,6,1
OBS-01275,2022-10-21,East_Region,Loam,Wheat,27.5,78.0,40.0,Beetles,Low,0,0
OBS-01276,2022-02-27,West_Region,Sandy,Rice,34.1,40.9,32.7,Armyworms,Low,2,0
OBS-01277,2022-09-30,East_Region,Sandy,Corn,37.9,79.1,36.6,Blight_Spores,Low,3,0
OBS-01278,2022-04-02,North_Region,Clay,Cotton,21.8,39.4,35.5,Blight_Spores,Low,2,0
OBS-01279,2023-02-25,West_Region,Clay,Corn,28.4,90.5,27.6,Whiteflies,Medium,4,1
OBS-01280,2022-01-26,East_Region,Silt,Cotton,26.9,81.4,8.4,Whiteflies,Medium,4,1
OBS-01281,2023-01-23,South_Region,Silt,Wheat,14.4,34.2,49.9,Armyworms,Low,1,0
OBS-01282,2023-04-23,Central_Valley,Sandy,Tomato,23.1,73.8,23.4,Armyworms,Low,2,0
OBS-01283,2022-04-01,North_Region,Loam,Tomato,13.1,70.5,14.1,Blight_Spores,Low,0,0
OBS-01284,2022-04-18,East_Region,Sandy,Cotton,18.2,34.6,46.8,Armyworms,Low,3,0
OBS-01285,2023-09-25,South_Region,Sandy,Soybean,18.9,84.2,33.8,Aphids,Low,1,0
OBS-01286,2022-05-13,East_Region,Silt,Wheat,21.1,53.6,31.0,Armyworms,Low,2,0
OBS-01287,2023-09-10,East_Region,Clay,Cotton,11.6,62.7,21.2,Aphids,Low,1,0
OBS-01288,2023-04-04,East_Region,Sandy,Tomato,26.0,87.4,6.0,Beetles,Medium,4,1
OBS-01289,2023-03-07,North_Region,Loam,Wheat,28.4,65.5,37.6,Blight_Spores,Low,1,0
OBS-01290,2023-03-13,South_Region,Loam,Cotton,28.7,56.1,33.3,Beetles,Low,1,0
OBS-01291,2023-10-02,East_Region,Silt,Wheat,39.0,69.8,3.0,Beetles,Low,3,0
OBS-01292,2022-12-31,Central_Valley,Sandy,Barley,13.8,91.3,16.6,Armyworms,Low,2,0
OBS-01293,2022-11-29,Central_Valley,Clay,Corn,19.1,44.8,17.0,Aphids,Low,1,0
OBS-01294,2022-02-15,North_Region,Loam,Wheat,40.0,75.7,24.4,Aphids,Medium,6,1
OBS-01295,2023-01-12,West_Region,Silt,Cotton,16.1,36.5,13.9,Aphids,Low,0,0
OBS-01296,2023-06-18,South_Region,Clay,Rice,17.6,58.7,35.7,Blight_Spores,Low,0,0
OBS-01297,2023-10-23,Central_Valley,Loam,Cotton,20.0,75.4,42.6,Beetles,Low,0,0
OBS-01298,2022-05-09,Central_Valley,Loam,Tomato,35.6,87.2,0.1,Blight_Spores,High,10,1
OBS-01299,2022-12-27,North_Region,Loam,Corn,32.4,88.6,2.0,Armyworms,Medium,4,1
OBS-01300,2022-03-10,North_Region,Sandy,Tomato,25.0,62.3,10.7,Aphids,Low,2,0
OBS-01301,2022-08-20,Central_Valley,Sandy,Tomato,22.7,38.9,8.4,Blight_Spores,Low,0,0
OBS-01302,2022-12-29,East_Region,Sandy,Corn,11.0,58.9,27.7,Whiteflies,Low,2,0
OBS-01303,2023-01-21,Central_Valley,Sandy,Rice,16.5,38.9,13.9,Whiteflies,Low,0,0
OBS-01304,2023-04-30,West_Region,Sandy,Soybean,30.0,93.8,12.6,Whiteflies,Low,3,0
OBS-01305,2022-07-28,North_Region,Clay,Tomato,23.8,41.4,38.1,Armyworms,Low,3,0
OBS-01306,2022-08-22,West_Region,Clay,Barley,35.6,76.1,42.5,Blight_Spores,Low,2,0
OBS-01307,2023-01-24,South_Region,Sandy,Soybean,13.7,93.3,5.0,Blight_Spores,Low,1,0
OBS-01308,2022-07-11,South_Region,Loam,Tomato,12.0,41.5,1.9,Whiteflies,Low,1,0
OBS-01309,2023-01-23,South_Region,Silt,Cotton,24.9,62.3,15.2,Aphids,Low,2,0
OBS-01310,2022-10-21,North_Region,Loam,Soybean,32.9,49.7,49.8,Whiteflies,Medium,5,1
OBS-01311,2022-03-21,South_Region,Clay,Cotton,11.5,45.9,5.0,Beetles,Low,3,0
OBS-01312,2023-07-25,East_Region,Clay,Wheat,10.5,50.2,26.0,Beetles,Low,0,0
OBS-01313,2023-11-17,East_Region,Loam,Cotton,10.4,75.9,34.3,Blight_Spores,Low,0,0
OBS-01314,2022-09-18,Central_Valley,Sandy,Rice,25.4,43.2,12.9,Armyworms,Low,2,0
OBS-01315,2023-03-16,West_Region,Clay,Cotton,17.1,58.3,41.6,Whiteflies,Low,1,0
OBS-01316,2023-11-01,West_Region,Sandy,Cotton,14.8,61.1,25.3,Blight_Spores,Low,1,0
OBS-01317,2022-09-24,Central_Valley,Clay,Rice,27.9,66.5,22.9,Blight_Spores,Low,1,0
OBS-01318,2022-06-30,North_Region,Sandy,Soybean,39.6,87.5,7.5,Beetles,Medium,4,1
OBS-01319,2023-07-23,North_Region,Loam,Wheat,26.3,55.0,12.0,Armyworms,Low,2,0
OBS-01320,2022-05-21,Central_Valley,Clay,Wheat,15.5,74.8,39.2,Whiteflies,Low,2,0
OBS-01321,2022-11-01,East_Region,Silt,Rice,18.8,35.7,38.0,Aphids,Low,0,0
OBS-01322,2023-11-30,South_Region,Loam,Cotton,24.2,65.0,10.2,Beetles,Low,1,0
OBS-01323,2023-03-08,North_Region,Clay,Barley,16.3,52.5,8.6,Blight_Spores,Low,2,0
OBS-01324,2022-12-23,East_Region,Loam,Tomato,22.1,86.3,49.7,Armyworms,Low,2,0
OBS-01325,2023-06-01,North_Region,Clay,Wheat,15.0,65.6,16.9,Blight_Spores,Low,0,0
OBS-01326,2022-05-29,South_Region,Silt,Corn,25.7,92.4,3.0,Aphids,Medium,4,1
OBS-01327,2022-02-14,South_Region,Clay,Rice,34.1,79.7,48.8,Beetles,Medium,5,1
OBS-01328,2023-11-06,West_Region,Loam,Cotton,26.4,72.0,16.4,Whiteflies,Medium,4,1
OBS-01329,2023-01-25,South_Region,Silt,Cotton,18.9,44.4,15.9,Armyworms,Low,1,0
OBS-01330,2023-03-04,South_Region,Loam,Rice,24.5,54.1,10.0,Aphids,Low,1,0
OBS-01331,2022-04-25,North_Region,Clay,Corn,20.0,94.5,39.0,Whiteflies,Low,2,0
OBS-01332,2022-08-25,North_Region,Sandy,Tomato,33.5,62.4,39.7,Beetles,Low,2,0
OBS-01333,2023-07-27,Central_Valley,Loam,Soybean,31.4,57.8,8.4,Aphids,Low,3,0
OBS-01334,2023-04-18,Central_Valley,Loam,Cotton,22.0,31.3,6.0,Beetles,Low,2,0
OBS-01335,2023-05-20,South_Region,Loam,Corn,38.7,85.9,43.4,Blight_Spores,Low,3,0
OBS-01336,2022-05-04,South_Region,Loam,Soybean,18.7,51.9,49.6,Beetles,Low,1,0
OBS-01337,2022-06-11,South_Region,Sandy,Barley,33.0,88.5,11.5,Blight_Spores,Low,2,0
OBS-01338,2023-07-02,West_Region,Loam,Wheat,18.6,43.3,27.1,Whiteflies,Low,2,0
OBS-01339,2022-11-09,South_Region,Silt,Wheat,33.6,63.8,31.2,Whiteflies,Low,2,0
OBS-01340,2022-05-19,North_Region,Sandy,Rice,10.8,41.7,27.7,Beetles,Low,1,0
OBS-01341,2022-04-08,South_Region,Clay,Barley,39.6,68.5,19.8,Whiteflies,Medium,4,1
OBS-01342,2022-07-01,East_Region,Silt,Soybean,29.0,37.6,38.8,Blight_Spores,Low,2,0
OBS-01343,2022-10-09,South_Region,Silt,Cotton,29.7,66.9,1.3,Blight_Spores,Low,3,0
OBS-01344,2022-12-05,Central_Valley,Loam,Wheat,24.4,70.6,2.1,Whiteflies,Low,2,0
OBS-01345,2022-11-22,East_Region,Silt,Corn,18.2,67.5,1.4,Beetles,Low,2,0
OBS-01346,2023-09-30,South_Region,Loam,Corn,33.3,51.1,18.6,Whiteflies,Low,3,0
OBS-01347,2022-07-03,West_Region,Clay,Cotton,11.2,79.6,1.2,Armyworms,Medium,4,1
OBS-01348,2022-06-23,South_Region,Sandy,Wheat,33.2,39.3,37.9,Armyworms,Low,3,0
OBS-01349,2022-07-06,West_Region,Silt,Tomato,23.3,67.3,37.6,Armyworms,Low,2,0
OBS-01350,2023-02-25,West_Region,Sandy,Cotton,28.4,33.9,4.7,Beetles,High,7,1
OBS-01351,2022-03-31,East_Region,Clay,Rice,30.4,87.4,20.3,Armyworms,Low,3,0
OBS-01352,2023-09-13,East_Region,Clay,Tomato,36.3,69.6,46.0,Whiteflies,Low,2,0
OBS-01353,2022-05-12,Central_Valley,Silt,Tomato,34.2,49.4,15.4,Aphids,Medium,6,1
OBS-01354,2023-10-30,Central_Valley,Loam,Wheat,29.7,37.8,38.4,Armyworms,Low,0,0
OBS-01355,2023-02-21,East_Region,Clay,Corn,25.8,54.6,27.5,Armyworms,Medium,4,1
OBS-01356,2022-05-15,Central_Valley,Silt,Cotton,39.2,68.1,21.9,Armyworms,Low,3,0
OBS-01357,2023-10-08,West_Region,Loam,Rice,35.8,48.9,10.3,Aphids,Low,3,0
OBS-01358,2022-02-02,Central_Valley,Silt,Tomato,10.1,84.0,34.2,Blight_Spores,Low,3,0
OBS-01359,2022-08-20,Central_Valley,Silt,Barley,15.8,65.6,30.8,Blight_Spores,Low,0,0
OBS-01360,2022-02-08,East_Region,Sandy,Wheat,32.1,49.3,30.3,Blight_Spores,Low,3,0
OBS-01361,2023-03-23,South_Region,Silt,Wheat,26.9,92.9,38.9,Whiteflies,Low,2,0
OBS-01362,2023-05-03,East_Region,Loam,Corn,25.1,34.9,2.8,Beetles,Medium,6,1
OBS-01363,2023-08-30,North_Region,Clay,Cotton,17.0,69.1,38.4,Blight_Spores,Low,1,0
OBS-01364,2023-05-08,South_Region,Clay,Cotton,15.5,73.1,31.6,Blight_Spores,Low,2,0
OBS-01365,2023-05-04,Central_Valley,Clay,Tomato,12.2,81.7,11.2,Beetles,Low,3,0
OBS-01366,2023-02-23,North_Region,Sandy,Tomato,20.8,45.1,35.4,Blight_Spores,Low,3,0
OBS-01367,2022-10-14,South_Region,Silt,Barley,38.7,36.1,12.2,Aphids,Medium,5,1
OBS-01368,2023-09-21,East_Region,Loam,Barley,34.2,76.1,32.9,Whiteflies,Medium,4,1
OBS-01369,2022-08-07,South_Region,Clay,Corn,22.4,59.3,41.5,Armyworms,Low,1,0
OBS-01370,2023-02-05,North_Region,Silt,Tomato,39.7,64.1,27.5,Armyworms,Low,3,0
OBS-01371,2023-11-07,West_Region,Loam,Corn,30.2,52.1,35.8,Whiteflies,Low,3,0
OBS-01372,2023-11-11,North_Region,Silt,Wheat,39.5,91.9,10.1,Aphids,High,8,1
OBS-01373,2023-10-28,East_Region,Clay,Cotton,38.6,48.7,0.6,Whiteflies,Low,2,0
OBS-01374,2023-08-13,Central_Valley,Sandy,Barley,33.2,93.3,30.1,Aphids,Medium,5,1
OBS-01375,2022-01-23,East_Region,Sandy,Wheat,25.8,87.2,11.7,Armyworms,Low,3,0
OBS-01376,2023-08-03,East_Region,Loam,Barley,37.5,72.8,3.2,Beetles,Low,2,0
OBS-01377,2023-02-04,East_Region,Clay,Rice,22.6,53.6,48.4,Blight_Spores,Low,0,0
OBS-01378,2022-12-25,North_Region,Loam,Tomato,30.3,89.0,44.6,Blight_Spores,Low,3,0
OBS-01379,2022-09-02,South_Region,Clay,Barley,12.9,73.4,45.8,Aphids,Medium,6,1
OBS-01380,2023-06-20,Central_Valley,Silt,Cotton,12.2,40.7,47.3,Beetles,Medium,4,1
OBS-01381,2022-08-14,West_Region,Clay,Corn,13.6,91.1,9.6,Armyworms,Medium,5,1
OBS-01382,2022-12-23,North_Region,Clay,Barley,14.2,84.2,0.3,Armyworms,Low,2,0
OBS-01383,2022-06-18,West_Region,Loam,Barley,10.9,44.0,10.2,Blight_Spores,Low,1,0
OBS-01384,2022-09-23,West_Region,Clay,Tomato,26.7,86.0,2.9,Aphids,Medium,6,1
OBS-01385,2023-09-18,West_Region,Silt,Cotton,36.8,61.4,42.9,Armyworms,Medium,5,1
OBS-01386,2023-08-04,South_Region,Loam,Corn,25.5,80.9,22.2,Blight_Spores,Low,1,0
OBS-01387,2023-10-20,East_Region,Clay,Wheat,34.6,53.3,44.3,Blight_Spores,Low,0,0
OBS-01388,2022-07-05,North_Region,Loam,Cotton,36.8,42.9,10.9,Blight_Spores,Medium,5,1
OBS-01389,2022-09-14,North_Region,Silt,Barley,13.2,37.3,27.1,Blight_Spores,Low,0,0
OBS-01390,2022-10-21,West_Region,Sandy,Wheat,17.9,80.3,30.6,Armyworms,Low,2,0
OBS-01391,2022-08-07,Central_Valley,Loam,Barley,23.6,86.3,29.4,Blight_Spores,Low,2,0
OBS-01392,2022-10-20,Central_Valley,Sandy,Corn,38.0,85.9,28.3,Beetles,Low,2,0
OBS-01393,2023-07-01,West_Region,Clay,Tomato,15.7,40.6,29.6,Armyworms,Low,1,0
OBS-01394,2022-10-15,Central_Valley,Clay,Tomato,27.6,30.6,42.3,Blight_Spores,Medium,6,1
OBS-01395,2022-08-21,North_Region,Silt,Wheat,38.7,90.6,49.8,Armyworms,Medium,5,1
OBS-01396,2023-08-03,East_Region,Loam,Tomato,14.7,69.0,45.6,Aphids,Low,3,0
OBS-01397,2022-09-20,South_Region,Sandy,Corn,28.7,69.4,0.7,Aphids,Low,3,0
OBS-01398,2023-11-25,South_Region,Loam,Wheat,21.5,44.0,37.3,Beetles,Low,1,0
OBS-01399,2023-07-31,North_Region,Clay,Rice,18.8,80.2,43.4,Beetles,Low,3,0
OBS-01400,2022-03-03,Central_Valley,Loam,Wheat,39.3,71.7,21.1,Beetles,Low,2,0
OBS-01401,2022-04-22,East_Region,Clay,Wheat,20.9,37.3,31.7,Armyworms,Low,0,0
OBS-01402,2023-07-29,West_Region,Loam,Wheat,31.0,34.4,30.1,Whiteflies,Low,3,0
OBS-01403,2023-05-03,South_Region,Loam,Barley,24.2,36.6,43.6,Aphids,Low,0,0
OBS-01404,2022-04-04,Central_Valley,Loam,Wheat,33.6,53.2,5.4,Aphids,Medium,5,1
OBS-01405,2023-04-27,North_Region,Loam,Soybean,29.8,34.7,28.2,Aphids,Low,3,0
OBS-01406,2022-01-05,North_Region,Clay,Barley,13.3,61.5,6.6,Armyworms,Low,1,0
OBS-01407,2022-05-21,South_Region,Silt,Corn,24.1,78.1,31.0,Armyworms,Medium,4,1
OBS-01408,2022-12-06,South_Region,Loam,Corn,25.1,91.3,23.9,Armyworms,Low,2,0
OBS-01409,2022-11-19,West_Region,Clay,Barley,15.7,92.7,26.7,Armyworms,Low,1,0
OBS-01410,2022-07-16,West_Region,Clay,Cotton,31.2,70.5,26.6,Whiteflies,Medium,4,1
OBS-01411,2022-06-13,South_Region,Loam,Barley,22.0,82.8,39.2,Beetles,Low,2,0
OBS-01412,2022-08-24,South_Region,Loam,Cotton,35.8,40.5,18.4,Armyworms,Low,1,0
OBS-01413,2022-02-26,North_Region,Silt,Corn,11.9,60.7,49.7,Blight_Spores,Low,3,0
OBS-01414,2022-02-07,North_Region,Loam,Cotton,35.1,90.5,7.4,Aphids,High,9,1
OBS-01415,2022-12-31,East_Region,Loam,Barley,26.2,32.8,4.5,Blight_Spores,Low,1,0
OBS-01416,2022-02-26,North_Region,Sandy,Barley,25.4,82.7,37.2,Whiteflies,Medium,5,1
OBS-01417,2022-06-13,East_Region,Sandy,Barley,15.0,89.4,27.0,Whiteflies,Low,1,0
OBS-01418,2022-06-29,West_Region,Sandy,Soybean,10.9,91.8,44.5,Aphids,Low,0,0
OBS-01419,2022-03-03,North_Region,Loam,Soybean,18.7,36.4,21.1,Armyworms,Low,0,0
OBS-01420,2022-09-02,North_Region,Loam,Rice,13.2,50.2,27.6,Beetles,Low,0,0
OBS-01421,2022-07-03,South_Region,Clay,Wheat,28.2,56.7,48.4,Whiteflies,Low,1,0
OBS-01422,2022-12-19,Central_Valley,Loam,Rice,25.1,54.5,22.0,Armyworms,Low,0,0
OBS-01423,2023-05-14,West_Region,Loam,Cotton,20.6,50.0,31.3,Beetles,Low,0,0
OBS-01424,2023-10-30,North_Region,Sandy,Corn,34.1,39.2,32.8,Whiteflies,Low,2,0
OBS-01425,2023-04-12,West_Region,Clay,Soybean,19.1,46.7,13.4,Aphids,Low,1,0
OBS-01426,2022-05-16,North_Region,Sandy,Wheat,28.1,61.8,28.6,Aphids,Low,0,0
